Car Make,Car Model,Year,isElectric,Engine Size (L),Horsepower,Torque (lb-ft),0-60 MPH Time (seconds),Price (in USD)
SsangYong,Musso,2018,False,2.5,300,170,4.5,79184
Suzuki,Vitara,2020,False,2.2,105,201,12.0,25909
Skoda,Superb,2018,False,2.1,360,347,8.5,77705
Skoda,Kodiaq,2019,False,2.0,133,312,5.1,49292
Teslla,Model S,2016,True,0.0,1019,376,2.8,43877
Chevrolett,Camaro,2019,False,1.0,166,231,4.4,35873
Seat,Tarraco,2023,False,2.8,236,277,4.3,25498
Acurra,MDX,2016,False,2.7,120,258,6.0,50328
Geely,Azkarra,2016,False,2.2,173,108,7.9,8917
Ferarri,812 Superfast,2020,False,5.2,486,609,5.2,347328
Lexas,LC 500,2020,False,2.0,352,196,4.3,70840
Acurra,TSX,2021,False,3.3,145,258,8.7,54582
Lada,Largus,2024,False,1.5,173,150,9.1,33195
Geely,Okavango,2017,False,1.7,162,140,9.3,8788
BYD,Tang,2017,False,2.7,191,240,4.7,73043
Chevrolett,Malibu,2020,False,2.2,177,345,5.5,22171
McLarren,720S,2016,False,3.3,431,587,2.9,277090
Porche,Boxster,2017,False,2.1,662,568,2.9,384243
Renault,Megane,2020,False,1.1,351,226,5.9,29542
Suzuki,Ignis,2015,False,1.7,182,124,6.8,29486
Mercedez,S-Class,2017,False,3.1,452,419,4.6,285326
Lamborgini,Urus,2017,False,2.7,470,433,3.4,216402
Mercedez,AMG GT,2018,False,3.0,540,566,3.0,179260
Acurra,RDX,2018,False,2.1,311,193,8.1,46639
Proton,X70,2018,False,1.5,166,155,10.2,26940
Hondda,Civic,2023,False,3.4,236,314,6.4,64054
Chevrolett,Corvette,2020,False,2.6,212,289,7.5,45674
Opel,Grandland,2023,False,1.5,383,313,6.4,47110
Acurra,TLX,2015,False,1.4,274,254,8.1,37848
BYD,Dolphin,2017,True,0.0,781,787,3.6,122163
Mercedez,EQS,2021,True,0.0,926,308,5.8,73903
Awdi,R8,2017,False,2.3,312,593,5.0,115700
Skoda,Karoq,2017,False,3.6,358,330,4.2,21225
Infiniti,Q60,2015,False,1.2,259,247,7.6,39267
Awdi,Q5,2020,False,2.4,481,474,2.6,152725
Proton,Exora,2022,False,2.3,117,105,11.6,26248
Opel,Astra,2017,False,2.3,161,300,6.0,79342
Skoda,Fabia,2019,False,1.7,230,254,4.2,75978
Peugeot,308,2017,False,3.4,176,309,8.6,56717
Mercedez,S-Class,2021,False,2.7,685,564,5.3,363607
Hyundai,Tucson,2016,False,3.3,156,320,6.2,72074
Lada,XRAY,2024,False,1.5,79,212,11.3,18127
Opel,Insignia,2021,False,2.3,316,327,8.0,69134
SsangYong,Tivoli,2021,False,4.0,312,297,8.3,35587
Opel,Corsa,2017,False,3.0,197,210,4.2,16938
Lamborgini,Huracan,2020,False,5.0,704,613,3.7,371323
Ferarri,F8 Tributo,2023,False,5.7,596,454,2.6,181450
Infiniti,Q50,2024,False,1.9,340,246,4.3,45268
Opel,Grandland,2016,False,3.6,205,348,8.9,28934
Mazada,CX-5,2016,False,2.8,357,275,7.4,63783
Infiniti,QX60,2017,False,1.8,272,216,4.3,61854
Volkswagon,Tiguan,2017,False,2.1,294,210,7.7,58837
Acurra,NSX,2021,False,2.3,130,298,5.5,40317
Seat,Arona,2019,False,1.4,203,203,4.6,61171
Suburu,Forester,2017,False,2.4,278,269,5.8,32608
SsangYong,Musso,2021,False,3.2,226,209,8.5,34161
BWM,X5,2023,False,4.7,604,601,2.9,374419
Mitsubishi,Galant,2022,False,2.0,167,103,10.1,8474
Geely,Azkarra,2022,False,2.4,119,104,7.9,9406
Renault,Kadjar,2019,False,1.6,314,327,6.9,42332
Teslla,Roadster,2022,True,0.0,420,614,4.0,64074
Acurra,ILX,2017,False,3.3,233,345,7.1,60606
Nisann,GT-R,2017,False,4.0,238,299,4.1,33023
Nisann,Rogue,2024,False,2.7,290,224,5.2,46747
Hondda,Accord,2015,False,4.0,165,177,5.6,59429
Dacia,Spring,2023,False,1.7,86,124,6.3,11774
BYD,Seal,2023,True,0.0,377,414,3.6,79078
Hondda,Accord,2022,False,3.3,146,214,7.7,17110
Suzuki,Baleno,2021,False,1.9,135,149,6.5,14589
Ferarri,812 Superfast,2017,False,5.5,305,346,3.1,270649
Volkswagon,Passat,2023,False,2.0,193,205,7.7,56238
Dacia,Lodgy,2018,False,2.4,194,178,6.0,31655
Fiat,Punto,2021,False,1.6,170,91,11.5,14465
Chevrolett,Silverado,2015,False,3.1,398,341,6.1,29614
Teslla,Model S,2019,True,0.0,549,721,3.5,70139
Fiat,Punto,2022,False,1.3,166,93,6.7,19616
Great Wall,Poer,2016,False,1.4,199,325,5.3,79327
Renault,Scenic,2021,False,2.9,245,236,8.0,34212
Awdi,R8,2023,False,6.1,433,411,4.2,171844
Awdi,RS6,2015,False,3.2,437,603,5.0,339148
Citroen,C5,2020,False,1.9,297,315,6.6,70909
Mitsubishi,Outlander,2018,False,1.2,93,118,8.4,32496
Mitsubishi,Lancer,2024,False,1.6,158,159,6.2,9690
Lexas,NX,2020,False,1.8,130,207,7.0,29279
Awdi,R8,2022,False,2.7,437,523,3.4,134627
Lamborgini,Aventador,2024,False,5.6,593,542,5.5,336420
Fourd,Mach-E,2018,True,0.0,361,900,6.2,131486
Teslla,Model S,2019,True,0.0,345,893,5.8,57866
Awdi,TT,2024,False,6.0,616,455,4.7,300612
Volkswagon,Jetta,2021,False,1.8,176,173,8.4,19259
Geely,Coolray,2017,False,1.2,122,146,11.3,23158
Toyoto,Supra,2023,False,3.8,362,237,4.9,56550
Hondda,NSX,2024,False,1.9,330,347,8.4,46915
Awdi,Q5,2015,False,4.8,672,448,3.7,141314
Skoda,Kodiaq,2018,False,1.1,326,244,4.0,68447
Lexas,LC 500,2018,False,2.4,390,326,4.8,31347
Teslla,Model Y,2022,True,0.0,436,742,5.1,196070
Volkswagon,Jetta,2019,False,1.3,199,178,5.7,28993
Chery,Arrizo,2020,False,1.3,121,194,9.5,18900
MG,Marvel R,2024,True,0.0,448,325,4.3,112607
Kia,Sorento,2022,False,2.3,129,203,9.7,31251
Suzuki,Ignis,2022,False,2.2,146,199,8.0,10414
Volkswagon,Passat,2019,False,3.9,148,206,4.8,63332
Perodua,Aruz,2024,False,2.4,78,112,11.1,13353
Fiat,500X,2019,False,1.6,166,196,7.1,21982
Great Wall,Ora Good Cat,2018,False,1.2,242,262,7.5,32202
Mercedez,G-Wagon,2018,False,2.6,428,369,3.1,282897
Opel,Insignia,2022,False,1.5,230,271,5.9,30752
McLarren,650S,2023,False,4.1,429,565,3.9,142539
Awdi,Q7,2018,False,3.8,586,382,3.2,293226
Porche,Macan,2019,False,2.8,508,460,2.7,218212
Mazada,MX-5 Miata,2024,False,3.6,374,232,7.9,61365
Porche,Macan,2016,False,3.1,406,421,4.0,97358
Renault,Captur,2015,False,2.5,249,209,8.5,40977
Kia,Sportage,2024,False,2.2,85,124,9.5,25171
Fourd,F-150,2021,False,3.7,197,160,8.8,42452
Ferarri,Portofino,2020,False,3.8,401,291,3.1,219277
Chery,eQ1,2021,False,1.4,88,108,8.5,31256
Chevrolett,Malibu,2018,False,2.6,210,289,6.1,25523
Ferarri,SF90,2016,False,4.7,547,637,3.2,339712
Awdi,e-tron,2018,True,0.0,1007,343,3.6,163803
Opel,Grandland,2024,False,1.9,333,289,4.7,79828
Fiat,500,2015,False,1.9,73,151,11.9,14549
Suzuki,Baleno,2017,False,2.1,159,124,9.9,24190
Mitsubishi,Mirage,2018,False,1.1,106,151,7.8,9095
SsangYong,Korando,2018,False,2.2,191,277,7.8,15242
Opel,Insignia,2021,False,1.2,338,158,6.4,29555
Toyoto,RAV4,2017,False,2.8,152,221,7.7,47772
Acurra,ILX,2023,False,3.4,151,296,6.7,50656
Toyoto,Supra,2015,False,2.2,325,204,7.9,24868
Acurra,RDX,2018,False,1.6,381,177,7.2,27217
Mazada,CX-9,2017,False,3.0,327,241,8.1,38768
Chevrolett,Bolt,2024,True,0.0,772,701,5.7,67789
BYD,Han,2021,False,2.3,267,238,8.7,69209
Ferarri,F8 Tributo,2021,False,2.8,627,385,4.0,390399
Great Wall,Cannon,2016,False,3.1,206,212,8.0,60173
Fourd,Focus,2015,False,2.4,213,270,6.7,75205
Citroen,C3,2019,False,3.2,267,350,5.4,74448
Peugeot,508,2015,False,3.4,227,210,5.1,49590
Citroen,Berlingo,2020,False,3.1,389,340,4.3,39439
BYD,Tang,2015,False,2.6,369,210,8.9,24045
Suzuki,Jimny,2015,False,2.3,148,202,8.2,8729
Acurra,TSX,2021,False,3.9,324,282,4.8,70009
Mazada,CX-5,2015,False,1.5,140,151,8.2,37719
Peugeot,3008,2015,False,3.6,253,156,8.4,56236
Suburu,Outback,2022,False,3.8,313,250,7.9,30775
Citroen,C3,2021,False,3.1,378,296,6.7,63430
Kia,Soul,2016,False,1.3,79,122,7.2,12055
Opel,Grandland,2018,False,3.5,283,319,7.6,26234
MG,5,2022,False,4.0,121,286,4.3,66375
BWM,i8,2019,True,0.0,706,251,6.2,152501
Suzuki,Swift,2021,False,2.4,90,112,10.7,14038
Kia,Sorento,2020,False,2.0,103,178,6.8,15243
Kia,Sorento,2022,False,1.6,97,159,10.4,16327
Great Wall,Haval H6,2024,False,3.6,335,224,8.7,49669
Citroen,Berlingo,2021,False,1.5,275,162,7.3,77548
Proton,Saga,2023,False,1.0,99,97,11.0,13151
Chery,Exeed,2023,False,2.1,94,129,8.5,22176
Lexas,LC 500,2017,False,3.7,255,258,6.2,42175
Awdi,A8,2018,False,2.5,466,574,3.3,98340
Proton,Iriz,2021,False,1.6,190,164,10.8,9519
Opel,Corsa,2024,False,3.4,219,237,6.9,58591
Mitsubishi,Eclipse Cross,2019,False,1.9,143,135,10.7,14260
Dacia,Spring,2015,False,1.4,168,114,10.8,10757
BYD,Seal,2020,True,0.0,334,934,4.6,194295
Fiat,Punto,2023,False,2.3,126,134,8.9,31185
Awdi,RS6,2016,False,2.4,336,504,2.8,377408
Mitsubishi,Outlander,2021,False,1.5,135,92,7.8,16984
Fourd,Escape,2015,False,1.1,154,320,4.2,58720
Volkswagon,Jetta,2024,False,1.9,347,163,6.9,62991
SsangYong,Musso,2024,False,1.2,398,300,8.0,53479
Skoda,Karoq,2017,False,2.0,376,337,4.5,37703
Opel,Crossland,2020,False,2.3,159,230,8.5,57298
Porche,Cayenne,2018,False,6.4,533,617,3.6,281098
BYD,Han,2024,False,3.6,161,273,8.9,34171
Proton,Persona,2016,False,1.7,195,135,9.0,16914
BWM,540i,2016,False,4.4,685,633,5.4,138037
Mitsubishi,Outlander,2023,False,1.0,137,134,7.9,26250
Hyundai,Elantra,2015,False,1.8,347,259,8.5,51935
MG,Marvel R,2016,True,0.0,619,760,6.4,66231
Renault,Megane,2023,False,3.8,264,228,4.2,68448
Chery,QQ,2015,False,1.3,80,123,6.8,32604
Acurra,TSX,2018,False,3.8,138,277,8.2,51260
Acurra,NSX,2024,False,2.7,149,345,7.3,17150
Awdi,Q5,2021,False,4.4,652,384,4.8,376293
Volkswagon,ID.4,2024,True,0.0,931,1049,5.6,171370
Seat,Leon,2017,False,2.6,159,311,8.1,49932
Mitsubishi,Outlander,2022,False,2.4,91,212,9.0,8933
Fourd,F-150,2023,False,3.6,367,329,4.3,24887
Great Wall,Poer,2022,False,1.2,151,306,6.4,62510
Fourd,Explorer,2024,False,2.0,292,266,7.6,41071
Dacia,Lodgy,2015,False,2.3,193,127,9.0,23288
Lexas,GS,2019,False,2.0,367,174,6.5,74338
Acurra,ILX,2021,False,2.2,231,204,5.1,31778
BWM,540i,2015,False,2.7,501,419,3.8,202583
Porche,Macan,2018,False,4.8,318,425,3.0,155972
Chevrolett,Corvette,2017,False,3.5,391,309,5.4,43625
McLarren,570S,2020,False,6.3,374,405,3.3,109898
Nisann,GT-R,2020,False,3.5,141,267,8.8,23883
Teslla,Model X,2021,True,0.0,754,992,2.7,82548
Hondda,Insight,2017,True,0.0,594,566,6.3,41966
Opel,Insignia,2018,False,2.6,389,300,7.1,29802
Great Wall,Poer,2024,False,1.1,287,164,5.8,22186
Proton,Saga,2015,False,2.4,193,111,8.1,32157
Mazada,Mazda3,2019,False,3.5,249,349,7.6,67999
Mazada,Mazda6,2022,False,3.7,157,275,8.4,45896
McLarren,570S,2015,False,3.0,431,582,3.9,161895
Kia,Optima,2023,False,1.8,99,204,11.7,25802
Chevrolett,Corvette,2017,False,2.4,186,240,8.6,54697
Fiat,Tipo,2016,False,2.3,159,103,9.6,8740
Mercedez,AMG GT,2019,False,2.4,322,417,5.4,201409
Hyundai,Tucson,2020,False,3.2,353,275,8.0,65023
Porche,Boxster,2016,False,2.5,424,594,3.5,374954
Porche,Cayman,2021,False,5.7,386,521,3.6,103235
Mercedez,AMG GT,2021,False,5.4,595,282,3.8,290691
Geely,Emgrand,2016,False,2.3,93,103,10.1,32064
BWM,M3,2016,False,2.5,510,445,3.2,188915
Perodua,Alza,2016,False,1.5,98,155,8.8,24044
Proton,Exora,2024,False,1.5,165,157,11.6,21157
Chery,QQ,2023,False,1.5,136,200,9.0,8068
Seat,Leon,2024,False,1.7,237,193,4.9,29314
Mercedez,AMG GT,2021,False,6.5,614,281,4.3,384695
Lamborgini,Huracan,2018,False,6.2,654,531,2.8,187856
Toyoto,Supra,2018,False,2.1,138,198,6.5,25416
BWM,M3,2019,False,4.4,676,548,3.6,348841
Perodua,Bezza,2016,False,1.1,178,212,7.7,28497
Chevrolett,Malibu,2016,False,1.2,120,336,8.3,28341
Dacia,Sandero,2017,False,2.3,135,193,6.8,9063
Lexas,RX,2018,False,2.6,289,323,5.4,34058
Mitsubishi,Galant,2021,False,2.2,169,175,8.1,32057
Renault,Captur,2015,False,1.2,271,265,4.9,70741
Great Wall,Cannon,2022,False,1.9,232,260,8.3,26429
Mazada,MX-5 Miata,2021,False,2.2,331,246,5.5,62440
Geely,Emgrand,2023,False,1.3,149,157,7.8,10840
Volkswagon,Passat,2016,False,1.1,284,220,6.1,52638
BYD,Tang,2016,False,1.9,287,349,6.4,67223
Mercedez,S-Class,2024,False,3.7,436,283,4.9,321431
Dacia,Sandero,2015,False,2.3,157,189,8.5,12210
Citroen,Berlingo,2016,False,2.1,324,208,8.7,31994
Peugeot,508,2021,False,1.8,349,176,8.2,72084
Mazada,CX-9,2020,False,2.4,380,241,8.7,62501
Acurra,TLX,2019,False,3.6,357,297,8.5,62702
Hyundai,Genesis,2019,False,1.7,238,199,5.3,33219
BYD,Han,2020,False,3.9,345,283,8.6,29654
Acurra,ILX,2019,False,1.6,399,249,8.7,68387
Acurra,RDX,2021,False,2.6,185,348,5.2,52818
Lexas,ES,2015,False,1.5,337,189,6.7,75937
Suzuki,Swift,2020,False,2.1,110,180,7.5,28039
Lamborgini,Gallardo,2017,False,2.8,447,593,2.6,309027
Geely,Azkarra,2023,False,2.2,117,187,9.9,20324
Mercedez,E63 AMG,2024,False,2.1,495,486,4.3,221727
Ferarri,812 Superfast,2019,False,2.3,515,457,5.2,283537
MG,ZS,2017,False,2.1,291,199,7.1,52449
MG,HS,2019,False,1.7,173,266,8.3,38083
Perodua,Alza,2017,False,2.0,182,126,11.8,11550
Dacia,Lodgy,2021,False,2.2,111,176,10.6,8422
Skoda,Kodiaq,2023,False,2.0,147,292,6.1,73726
Mitsubishi,Galant,2019,False,2.2,84,98,8.4,34490
Perodua,Aruz,2020,False,1.4,118,197,10.2,8810
Geely,Azkarra,2015,False,1.1,108,181,7.5,14827
Perodua,Axia,2022,False,1.8,157,153,11.8,12714
Seat,Ateca,2024,False,3.0,308,295,4.4,25813
Awdi,Q7,2023,False,2.7,694,345,3.2,203963
Hyundai,Genesis,2021,False,2.4,316,156,7.4,72270
Chery,Arrizo,2018,False,2.4,116,152,11.6,19635
Chery,eQ1,2024,False,2.1,154,219,8.1,13589
Suburu,Outback,2024,False,3.2,249,206,8.8,19733
Fourd,F-150,2015,False,3.5,257,183,7.2,21972
MG,ZS,2021,False,2.7,125,217,5.1,64982
Proton,Exora,2024,False,1.1,96,112,6.1,20546
Mazada,Mazda3,2021,False,1.6,276,150,4.0,42733
Ferarri,488 GTB,2018,False,4.3,502,568,2.6,212717
Awdi,Q5,2019,False,4.0,506,475,4.9,166297
Peugeot,3008,2016,False,1.3,203,305,7.0,60627
Perodua,Alza,2020,False,1.1,193,109,8.2,14566
Awdi,A6,2017,False,6.5,793,576,3.0,179693
Nisann,GT-R,2018,False,3.3,321,307,7.6,20797
SsangYong,Tivoli,2015,False,1.7,367,267,6.1,54323
Suzuki,Jimny,2016,False,2.3,161,159,8.7,12466
Nisann,Sentra,2022,False,3.7,362,280,6.1,68963
BYD,Dolphin,2015,True,0.0,373,789,2.8,90020
Teslla,Model X,2024,True,0.0,823,379,4.9,57619
Peugeot,5008,2023,False,2.7,325,259,5.6,30434
Mazada,CX-5,2015,False,1.9,316,177,5.2,53959
Proton,Iriz,2019,False,2.0,199,102,10.3,16537
BYD,Seal,2022,True,0.0,717,264,5.2,131128
McLarren,Artura,2023,False,5.0,532,621,3.2,324438
Opel,Grandland,2018,False,3.5,307,181,5.4,69897
Mazada,Mazda6,2023,False,2.8,369,172,5.1,20762
BWM,M8,2017,False,3.0,691,451,4.4,166804
Awdi,Q5,2024,False,2.9,487,370,4.2,270161
Toyoto,Corolla,2015,False,3.3,191,150,5.0,53734
Toyoto,RAV4,2024,False,2.2,165,158,4.5,50568
Dacia,Duster,2018,False,1.5,97,97,11.8,12012
Proton,Exora,2022,False,1.2,158,129,8.6,20658
Chery,QQ,2017,False,2.5,72,100,8.2,18074
Lamborgini,Huracan,2018,False,2.4,441,296,2.9,266095
Skoda,Octavia,2024,False,2.2,166,197,5.5,23631
Mazada,RX-8,2017,False,3.3,136,316,7.9,43662
Mitsubishi,Mirage,2021,False,2.3,134,175,9.0,17985
Mercedez,S-Class,2020,False,5.1,797,618,2.8,196636
Skoda,Octavia,2017,False,1.6,330,261,7.3,34380
Mitsubishi,Mirage,2022,False,1.0,87,162,8.0,14193
Mercedez,G-Wagon,2019,False,2.1,701,543,4.7,282423
Toyoto,Corolla,2023,False,3.8,143,298,5.7,69100
Hondda,Accord,2015,False,3.8,183,174,4.5,33255
Citroen,C3,2022,False,3.9,336,258,5.0,53068
Suburu,WRX,2022,False,3.2,193,294,6.9,78888
Mercedez,C63 AMG,2016,False,5.4,725,606,5.1,91211
Chevrolett,Camaro,2016,False,2.5,279,282,7.9,79694
SsangYong,Korando,2019,False,1.5,276,287,6.6,19720
Mitsubishi,Eclipse Cross,2021,False,1.1,112,108,7.5,11914
Proton,X70,2020,False,1.8,106,102,7.3,13195
Seat,Ibiza,2017,False,1.5,229,231,8.8,35567
Awdi,A8,2016,False,6.5,642,461,3.9,303916
MG,5,2016,False,2.1,348,296,6.2,16222
Dacia,Sandero,2017,False,1.1,178,130,10.7,27015
BWM,330i,2018,False,5.7,740,307,4.6,214044
Mazada,Mazda6,2022,False,3.6,121,272,7.5,46702
Suburu,Impreza,2021,False,1.9,219,270,8.4,40523
Dacia,Logan,2015,False,1.5,143,211,9.2,9583
Acurra,NSX,2024,False,3.4,377,208,7.7,31988
Ferarri,Roma,2022,False,5.8,686,289,2.6,350133
Nisann,370Z,2016,False,2.2,286,256,7.3,35506
Ferarri,Portofino,2021,False,3.0,606,531,4.5,104832
Mazada,CX-9,2016,False,2.7,187,229,5.1,58946
Hyundai,Ioniq,2015,True,0.0,307,527,4.9,70843
Skoda,Superb,2019,False,2.7,243,294,4.4,27276
Kia,Sportage,2023,False,2.1,158,165,8.9,26304
Lada,Largus,2021,False,2.4,150,115,8.6,9696
Chevrolett,Silverado,2020,False,3.0,241,227,4.5,16176
Volkswagon,Tiguan,2022,False,1.3,168,213,5.1,24644
Suburu,Outback,2022,False,3.9,283,331,8.1,35556
Mercedez,C63 AMG,2022,False,3.1,421,577,5.0,364559
Lamborgini,Murcielago,2018,False,5.0,305,345,4.5,393693
Ferarri,488 GTB,2018,False,6.3,363,407,3.2,169227
BWM,M3,2021,False,4.5,448,548,3.0,86410
Hondda,NSX,2015,False,2.7,377,243,6.3,38039
Lexas,NX,2024,False,2.1,311,281,8.2,58926
Lexas,LS,2019,False,1.5,295,153,4.4,21780
Mazada,RX-8,2016,False,3.5,152,274,8.4,47762
Opel,Grandland,2016,False,1.5,296,157,4.7,71776
Lamborgini,Huracan,2018,False,6.2,499,486,4.8,123781
SsangYong,Tivoli,2024,False,2.4,246,166,6.1,73974
Lexas,LC 500,2015,False,2.8,354,229,5.2,51399
BWM,M3,2020,False,4.0,666,389,3.5,273731
Hyundai,Elantra,2024,False,2.1,142,320,8.3,37651
MG,ZS,2024,False,3.7,226,163,5.4,21933
Opel,Crossland,2017,False,1.0,177,313,4.0,50427
Infiniti,QX60,2021,False,3.6,278,196,5.9,25184
Skoda,Octavia,2020,False,2.9,237,192,8.9,19903
MG,Cyberster,2023,False,3.9,263,190,7.5,67991
Lexas,LS,2020,False,3.4,186,217,5.3,40042
Geely,Azkarra,2023,False,1.2,157,172,6.7,11084
Geely,Okavango,2017,False,1.4,95,154,7.7,19350
Geely,Okavango,2021,False,1.5,168,162,9.7,8125
Teslla,Model X,2016,True,0.0,341,620,3.4,107648
Hondda,Insight,2020,True,0.0,308,1023,6.0,53759
Dacia,Logan,2021,False,1.6,73,189,6.1,16579
Lamborgini,Gallardo,2017,False,3.8,762,471,4.4,377244
Skoda,Octavia,2022,False,1.8,194,151,5.7,40568
Great Wall,Haval H6,2024,False,2.1,354,349,7.3,69310
SsangYong,Tivoli,2024,False,3.9,195,313,4.6,22486
McLarren,Artura,2019,False,6.2,473,315,3.7,337005
Fourd,Mustang,2020,False,4.0,163,279,4.8,71211
Suzuki,Jimny,2019,False,1.7,74,135,7.8,12191
Chery,Tiggo,2022,False,2.4,155,123,8.4,30201
Volkswagon,Golf,2015,False,2.2,313,316,8.6,36304
Dacia,Spring,2022,False,1.5,123,163,11.0,30441
Chery,Arrizo,2024,False,2.2,113,141,10.6,16713
McLarren,650S,2017,False,6.4,524,288,5.1,101668
Fourd,Escape,2020,False,2.7,188,282,5.6,65098
Proton,Iriz,2021,False,2.2,193,162,8.5,30654
Hyundai,Elantra,2024,False,3.7,378,228,8.2,62603
Mazada,RX-8,2021,False,1.7,353,207,4.9,46420
Skoda,Superb,2016,False,2.6,295,246,8.9,16128
Lada,Vesta,2019,False,1.7,162,138,8.8,13125
Acurra,NSX,2019,False,2.9,304,293,5.7,61973
Hyundai,Tucson,2022,False,3.5,378,264,7.8,71658
Volkswagon,Golf,2016,False,3.0,162,188,8.9,51710
Chery,eQ1,2022,False,2.1,115,196,9.1,13638
Opel,Grandland,2016,False,1.5,241,195,8.4,40044
Mercedez,E63 AMG,2022,False,4.3,719,511,2.7,364129
MG,Marvel R,2024,True,0.0,486,990,4.6,133313
Suzuki,Vitara,2015,False,1.5,141,90,10.1,17766
Mazada,Mazda3,2016,False,1.1,370,272,8.9,36401
Mercedez,E63 AMG,2024,False,2.8,376,285,3.8,251300
Proton,Iriz,2023,False,2.3,126,111,9.4,17004
Infiniti,QX50,2015,False,2.0,300,249,8.5,18872
Mazada,CX-9,2018,False,3.6,149,165,5.1,60884
Hyundai,Sonata,2015,False,2.9,132,270,5.7,15114
Mazada,MX-5 Miata,2015,False,1.3,285,158,7.6,49757
BYD,Han,2020,False,2.6,142,319,8.5,19496
Nisann,370Z,2021,False,1.2,320,189,8.3,16410
Perodua,Bezza,2023,False,2.0,164,169,7.1,8770
Nisann,Leaf,2018,True,0.0,962,812,2.1,189563
Renault,Clio,2021,False,3.9,335,174,4.8,23257
Awdi,Q7,2018,False,5.3,471,616,2.8,224509
Renault,Captur,2022,False,1.8,353,157,5.7,19293
McLarren,GT,2015,False,2.1,554,338,5.2,91890
Suzuki,Swift,2016,False,1.5,143,158,6.1,19037
Volkswagon,Atlas,2022,False,3.6,215,187,5.8,22075
Toyoto,Prius,2018,True,0.0,654,479,3.5,42082
SsangYong,Korando,2022,False,2.1,206,252,9.0,71787
Lamborgini,Murcielago,2020,False,5.1,574,431,5.2,270557
Fiat,Punto,2023,False,2.5,190,187,9.7,14071
McLarren,570S,2015,False,5.9,492,300,5.4,229406
MG,Marvel R,2023,True,0.0,865,390,5.5,141427
Lamborgini,Aventador,2024,False,5.1,672,429,4.1,250309
BWM,330i,2016,False,3.2,710,339,4.8,353743
Toyoto,Highlander,2018,False,3.4,213,252,4.1,46416
Mitsubishi,Mirage,2020,False,2.4,84,110,8.9,19368
Teslla,Roadster,2015,True,0.0,214,820,2.8,180792
Skoda,Karoq,2018,False,2.9,338,291,4.5,18795
Mitsubishi,Mirage,2020,False,1.8,136,176,11.5,11126
Mitsubishi,Mirage,2017,False,2.4,159,187,11.7,16590
Great Wall,Poer,2015,False,1.7,384,179,7.1,17806
Ferarri,F8 Tributo,2017,False,4.7,507,481,5.0,365091
Suburu,WRX,2023,False,3.1,193,203,5.6,69079
Awdi,A6,2015,False,3.6,698,320,4.7,199385
Chery,Exeed,2018,False,1.4,169,217,9.2,31251
Fourd,Mustang,2020,False,1.2,186,333,8.7,20769
Great Wall,Haval H6,2022,False,2.1,316,207,4.1,20031
Nisann,Leaf,2017,True,0.0,254,680,2.8,123553
Suburu,Impreza,2019,False,3.9,145,282,4.9,53618
Lada,Niva,2015,False,1.8,129,185,6.7,19485
Seat,Leon,2016,False,3.0,347,258,5.7,70085
Perodua,Alza,2017,False,1.6,177,167,10.5,30703
SsangYong,Tivoli,2020,False,1.1,245,201,4.3,24416
Renault,Clio,2020,False,3.8,361,216,7.9,44575
Lada,Vesta,2023,False,1.0,145,166,7.5,30679
Proton,Saga,2018,False,2.1,129,187,6.3,24547
MG,ZS,2023,False,3.4,324,326,4.9,27305
Skoda,Superb,2024,False,1.8,213,240,6.2,38861
Acurra,TSX,2016,False,3.6,310,333,4.8,36694
Mercedez,G-Wagon,2021,False,2.4,312,504,4.0,361063
Renault,Scenic,2021,False,3.0,400,280,7.8,27352
Hondda,Accord,2020,False,2.7,357,248,9.0,75687
Ferarri,Roma,2016,False,2.8,406,403,5.3,328191
Lexas,RX,2023,False,2.8,153,268,8.6,64973
Great Wall,Wey VV7,2018,False,3.7,201,321,8.8,64895
MG,ZS,2021,False,3.9,128,348,4.1,18663
Peugeot,208,2015,False,1.3,160,206,6.9,21768
Great Wall,Poer,2023,False,3.4,308,184,5.9,44440
Renault,Megane,2023,False,1.2,286,205,8.4,19415
Dacia,Sandero,2018,False,1.9,178,104,7.6,22536
BYD,Dolphin,2023,True,0.0,301,305,5.4,137496
Geely,Okavango,2024,False,1.7,170,128,9.0,15784
Skoda,Kodiaq,2024,False,1.4,329,249,6.8,41385
Opel,Insignia,2018,False,1.0,391,302,6.5,60777
Skoda,Karoq,2018,False,3.0,354,245,8.0,78141
Skoda,Fabia,2015,False,3.6,220,320,7.3,20737
Hondda,CR-V,2024,False,3.0,210,163,5.3,71145
Hyundai,Tucson,2016,False,3.4,392,281,7.8,75102
Lamborgini,Gallardo,2024,False,2.3,329,293,2.7,209345
Lada,Niva,2017,False,1.2,120,213,6.2,9435
Nisann,Leaf,2018,True,0.0,523,800,3.7,93674
Skoda,Kodiaq,2021,False,1.0,167,265,4.1,54547
MG,ZS,2023,False,3.1,308,331,8.1,75812
Hondda,Insight,2021,True,0.0,457,455,3.8,116495
Lada,Granta,2019,False,1.1,76,184,9.8,27586
Proton,Iriz,2020,False,1.7,88,194,8.4,24678
BYD,Tang,2019,False,2.0,294,273,9.0,62943
Toyoto,Corolla,2023,False,1.5,291,232,5.1,65280
Citroen,C3,2020,False,2.0,205,277,4.8,23104
Nisann,Rogue,2015,False,2.1,178,333,7.6,57924
Mazada,CX-9,2018,False,2.8,197,237,7.1,24520
